2050	450	0.90625
2482	1257	0.891304348
2126	1246	0.924528302
2591	781	0.924528302
1404	1180	0.875796178
1359	522	0.905263158
1505	62	0.848241206
1804	968	0.871581451
2235	792	0.785276074
1653	308	0.893939394
1781	1275	0.944971537
1544	880	0.847619048
1544	8	0.848722986
199	793	0.847744361
199	118	0.855750487
1544	734	0.846456693
199	1244	0.8359375
1544	877	0.843023256
1701	908	0.887850467
653	448	0.820592824
653	543	0.819776715
1998	71	0.813804173
2334	578	0.993079585
1699	78	1.0
1807	1177	0.902887139
2292	761	0.828488372
2243	1128	0.859747546
1382	803	1.0
1783	686	1.0
1957	442	0.886925795
1604	167	0.788043478
259	467	0.786127168
1604	665	0.808988764
259	887	0.782122905
259	1330	0.797814208
1641	1207	0.816958277
2402	736	0.9
1980	1079	0.826655052
2513	991	0.895622896
1622	144	0.86875
1616	271	0.860927152
2094	314	0.807142857
749	216	0.777960526
749	1013	0.776859504
2350	334	1.0
1940	193	0.818514644
2215	738	0.982035928
1806	923	0.89679098
1511	864	1.0
2268	461	0.901482127
1596	1214	0.943925234
1814	1145	0.886363636
2068	1194	1.0
1438	516	0.830534613
1904	98	0.914893617
1419	805	0.838147639
1647	1080	0.992753623
2029	42	0.977054652
2501	938	0.788617886
2501	665	0.805084746
1156	810	0.801587302
1156	1238	0.801652893
1156	887	0.792
2187	388	0.93902439
1377	353	0.99047619
1675	3	0.825890334
2031	438	1.0
1713	1263	0.871067961
1434	1171	0.936781609
1548	203	0.939130435
2618	579	0.811355311
2612	1103	0.921146953
1856	416	0.931386861
1394	376	0.757961783
49	858	0.755868545
1625	355	0.970454545
2336	1168	0.909920182
832	514	1.0
832	577	1.0
832	976	1.0
832	488	1.0
1667	402	0.811320755
1410	844	0.82397677
2478	993	0.837078652
2478	799	0.835227273
2478	178	0.817647059
2478	887	0.82208589
1133	665	0.810344828
1133	726	0.810650888
1133	778	0.826347305
2255	910	0.824987605
1497	629	0.982142857
1672	229	0.827777778
2390	1213	0.984375
2484	876	0.992063492
1561	665	0.729532164
1561	314	0.830053667
216	1013	0.829752066
216	653	0.703564728
216	887	0.73088685
216	749	0.826923077
1416	543	0.8192
1416	448	0.807511737
1416	653	0.817741935
2044	1245	0.877906977
